"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Тест успешной регистрации с валидными данными","1424","Успешная регистрация пользователя","","Wed Jun 18 12:43:56 GMT 2025","passed","Wed Jun 18 12:43:57 GMT 2025","TestRegistrationForm","test_registration","",""
